teks_bersih,kategori,urgensi,instansi
ada keluhan nih sindikat penipuan online beroperasi di wilayah kami sudah banyak korban tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong tawuran pakai senjata tajam ada korban luka parah butuh penanganan buru buru,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
lingkungan rt kurang bersih perlu kerja bakti segera ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
petugas kelurahan sering ga ada di tempat pas jam kerja,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pak sampah berserakan di depan minimarket ga ada yang bersihin kami tunggu tindakannya,kebersihan,biasa,Dinas Lingkungan Hidup
minta tolong jalan cor beton kampung kami retak dan ambles di beberapa titik segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
jembatan gantung mau putus kabelnya udah pada karatan parah,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor petugas kelurahan sering ga ada di tempat pas jam kerja kapan ada solusinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
halo selamat siang ada warga yang buang sampah di lahan kosong depan rumah kami tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa,kesehatan,urgen,Dinas Kesehatan
minta tolong parkir di kantor kecamatan tidak tertata dengan baik mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor pelayanan di kecamatan lama banget bisa nunggu sampe sore,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
permisi mau lapor kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
dengan hormat parkir liar di depan toko halangi pejalan kaki tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
plang nama gang kami copot perlu dipasang lagi warga resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih sistem antrian puskesmas masih manual belum pakai nomor harap segera ada tindakan,kesehatan,biasa,Dinas Kesehatan
jalan di komplek ada yang berlubang kecil,infrastruktur,biasa,Dinas Pekerjaan Umum
jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana harap segera ada tindakan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kepada yth pemda tumpukan sampah di gang belakang makin tinggi ga ada yang angkut kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
ada warung yang buka sampai larut malam berisik warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat jalan di komplek ada yang berlubang kecil udah lama nih,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu terima kasih sebelumnya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
kepada yth pemda pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
permohonan keringanan pajak sudah diajukan 3 bulan tidak ada respons,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tempat sampah di taman rusak perlu diganti,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda ada geng yang terror warga minta uang paksa tiap malam kami sangat terganggu,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong lapak pkl menghalangi akses masuk ke gang perumahan harap segera ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
mas posyandu ga aktif udah 4 bulan balita ga ada yang pantau kami tunggu tindakannya,kesehatan,urgen,Dinas Kesehatan
halo pemda peredaran minuman keras ilegal di warung warung sekitar makin marak sudah kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
ada kasus leptospirosis setelah banjir warga mulai demam tinggi segera ya pak,kesehatan,sangat_urgen,Dinas Kesehatan
sindikat penipuan online beroperasi di wilayah kami sudah banyak korban,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong konflik warga udah berlangsung lama belum ada penyelesaian dari aparat warga resah ini,keamanan,urgen,Satuan Polisi Pamong Praja
minta tolong sistem antrian puskesmas masih manual belum pakai nomor terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
mas jalan cor beton kampung kami retak dan ambles di beberapa titik,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda ktp saya udah 5 bulan masih belum jadi padahal semua syarat udah lengkap,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih kamar mandi puskesmas sering tidak ada airnya kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
selamat pagi mau lapor remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
salut sama kerja keras pak lurah kami orangnya baik,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
program beasiswa dari pemda sangat membantu anak kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor talud sungai retak retak rawan jebol saat banjir tolong diperhatikan,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak ada kelompok yang sering bikin keributan di malam hari ganggu warga kapan diselesaikan,keamanan,urgen,Satuan Polisi Pamong Praja
tempat sampah di halte bus udah penuh perlu dikosongkan,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat pengumuman kegiatan kelurahan sering terlambat disampaikan ke warga warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
ada penembakan di daerah kami warga panik ga berani keluar rumah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda lampu merah di perempatan rusak rawan kecelakaan penduduk resah ini,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: pasien kritis ditolak igd rs daerah katanya penuh padahal darurat,kesehatan,sangat_urgen,Dinas Kesehatan
minta tolong ada bangunan yang cat temboknya jorok mengotori pemandangan minta tolong banget,keamanan,biasa,Satuan Polisi Pamong Praja
ada keluhan nih parkir di kantor kecamatan nggak tertata dengan baik harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bu gorong gorong jebol jalan ambles dalam banget berbahaya bgt tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak talud sungai retak retak rawan jebol saat banjir kapan ada solusinya,infrastruktur,urgen,Dinas Pekerjaan Umum
dengan hormat ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
knalpot brong di jalanan bikin bising ganggu ketenangan warga terima kasih sebelumnya,keamanan,biasa,Satuan Polisi Pamong Praja
halte bus atapnya bocor ujan masuk,infrastruktur,biasa,Dinas Pekerjaan Umum
bangunan liar di lahan fasilitas umum ga ada penertiban,keamanan,biasa,Satuan Polisi Pamong Praja
mohon petugas kelurahan kurang ramah saat melayani warga,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
jalan amblas dalam banget motor aku sampe jatuh tadi malem warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: ijazah anak ditahan sekolah karena masalah administrasi pembayaran tolong dong,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda pengurusan izin mendirikan bangunan sudah setahun gak selesai udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
warga membuang sampah ke sungai setiap malam mencemari air,kebersihan,urgen,Dinas Lingkungan Hidup
kepada yth pemda cat jembatan udah kusam perlu dicat ulang minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih terimakasih pemda sudah perhatikan masyarakat kecil seperti kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: maling motor udah masuk ke perumahan kami 3x dalam sebulan ini harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
pak salut sama kerja keras pak lurah kami orangnya baik minta ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: pkl di trotoar bikin macet dan ganggu lalu lintas harap cepat ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
kepada yth pemda ibu hamil mau melahirkan ga ada bidan desanya tidak hadir minta tolong banget,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih ada pembuangan limbah ilegal di dekat sekolah baunya menyengat kapan diselesaikan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
perampok bersenjata masuk ke rumah penduduk tadi malam minta tolong banget,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas bahu jalan agak rusak butuh perbaikan ringan tolong diperhatikan,infrastruktur,biasa,Dinas Pekerjaan Umum
talud sungai retak retak rawan jebol saat banjir,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: tempat sampah di taman rusak perlu diganti harap segera ada tindakan,kebersihan,biasa,Dinas Lingkungan Hidup
selamat pagi mau lapor ada kasus leptospirosis setelah banjir warga mulai demam tinggi tolong diperhatikan,kesehatan,sangat_urgen,Dinas Kesehatan
minta motor trail sering ugal ugalan di jalan kampung ganggu warga udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
mau lapor nih parkir liar di depan toko halangi pejalan kaki minta tolong banget,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: ada warga yang buang sampah di lahan kosong depan rumah kami segera ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
pemda tanggap banget waktu kami laporan langsung direspon,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak got depan rumah agak kotor perlu dikuras mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
mbak ada pungutan liar di terminal oleh oknum preman sudah kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
laporan: tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jalan masuk komplek rusak parah susah dilalui motor kami parah terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
minta tolong ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun mohon perhatiannya,kebersihan,urgen,Dinas Lingkungan Hidup
laporan: ktp saya udah 5 bulan blm jadi padahal semua syarat udah lengkap kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
perjudian ilegal beroperasi terang terangan di garasi rumah warga terima kasih sebelumnya,keamanan,urgen,Satuan Polisi Pamong Praja
mohon dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa,kesehatan,urgen,Dinas Kesehatan
asap pabrik hitam pekat setiap hari ganggu warga sekitar,kebersihan,urgen,Dinas Lingkungan Hidup
mohon jembatan kayu di desa kami lapuk berbahaya kalo dilewati tolong cepet ditangani,infrastruktur,urgen,Dinas Pekerjaan Umum
bu parkir di kantor kecamatan enggak tertata dengan baik sudah kami laporkan berkali kali,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak ambulans desa rusak ga bisa dipake warga ada yang sakit parah harap cepat ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
mbak jalan desa berlubang lubang parah apalagi musim hujan minta perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
bu pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
bu bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu tolong dong,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mohon aspal di depan rumah saya mengelupas tolong cepet ditangani,infrastruktur,biasa,Dinas Pekerjaan Umum
pemkot salatiga keren programnya pro rakyat,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
plang nama gang kami copot perlu dipasang lagi,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong cat zebra cross di perempatan udah pudar minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
tolong konflik warga udah berlangsung lama masih belum ada penyelesaian dari aparat kami tunggu tindakannya,keamanan,urgen,Satuan Polisi Pamong Praja
mbak ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
halo pemda trotoar depan pasar rusak parah orang sering kesandung mohon ditindak,infrastruktur,urgen,Dinas Pekerjaan Umum
halo pemda ada orang gila mengamuk bawa parang ancam warga sekitar mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak cat marka jalan udah pudar ga keliatan terima kasih sebelumnya,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pemda jadwal dokter spesialis di puskesmas terlalu sedikit minta tolong banget,kesehatan,biasa,Dinas Kesehatan
mau lapor nih paving block di trotoar ada beberapa yang copot,infrastruktur,biasa,Dinas Pekerjaan Umum
motor parkir sembarangan di badan jalan ganggu arus lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
mas parkir liar di depan toko halangi pejalan kaki tolong dong,keamanan,biasa,Satuan Polisi Pamong Praja
ada pembunuhan di kampung kami semalam pelaku masih berkeliaran penduduk takut tolong diperhatikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
sampah di tps udah meluber ke jalan bau banget lalat dimana mana kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
halo pak bupati semoga sehat selalu dan sukses terus,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
got kecil di depan rumah agak mampet,infrastruktur,biasa,Dinas Pekerjaan Umum
selamat pagi mau lapor ada kasus leptospirosis setelah banjir warga mulai demam tinggi udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
laporan: jembatan di desa kami putus total ga bisa dilewati sama sekali tolong dong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong jalan kampung kami belum diaspal becek banget kalo ujan segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih imunisasi anak di kelurahan kami ga jalan udah berbulan bulan segera ya pak,kesehatan,urgen,Dinas Kesehatan
tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
selamat pagi mau lapor pak rt kami aktif banget ngurus warga mantap jiwa kami sangat terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
jambret hp terjadi siang hari di jalan ramai pelaku kabur udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda ada pungutan liar di terminal oleh oknum preman minta tolong banget,keamanan,urgen,Satuan Polisi Pamong Praja
pengaduan: got depan pasar tersumbat sampah banjir pas hujan,kebersihan,urgen,Dinas Lingkungan Hidup
mesin fotokopi di kantor kelurahan sering rusak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih dokter puskesmas sering bolos pasien numpuk ga ada yang meriksa kapan diselesaikan,kesehatan,urgen,Dinas Kesehatan
halo pemda ada kelompok yang sering bikin keributan di malam hari ganggu warga tolong cepet ditangani,keamanan,urgen,Satuan Polisi Pamong Praja
air sumur warga berubah warna bau kimia diduga tercemar pabrik,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
keracunan air minum warga dari pdam banyak yang mual muntah,kesehatan,sangat_urgen,Dinas Kesehatan
mas antrian puskesmas ga teratur pasien lansia berdiri berjam jam,kesehatan,urgen,Dinas Kesehatan
halo pemda sertifikat tanah saya ga kunjung kelar udah setaun nunggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
warga banyak sesak napas akibat polusi pabrik terdekat kapan ada solusinya,kesehatan,sangat_urgen,Dinas Kesehatan
pak wabah campak menyebar di sekolah dasar puluhan anak kena tolong diperhatikan,kesehatan,sangat_urgen,Dinas Kesehatan
reklame ilegal banyak dipasang di pohon pohon jalan,keamanan,biasa,Satuan Polisi Pamong Praja
ada tambang ilegal beroperasi di wilayah kami merusak lingkungan tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor kursi tunggu di puskesmas kurang banyak pasien harus berdiri,kesehatan,biasa,Dinas Kesehatan
pengaduan: balita di desa kami buanyak yang kena gizi buruk butuh intervensi segera kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
mbak ijazah anak ditahan sekolah karena masalah administrasi pembayaran,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: drainase gang depan rumah agak bau perlu dikuras kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar tolong diperhatikan,kesehatan,urgen,Dinas Kesehatan
halo selamat siang wabah diare menyebar di desa kami udah 20 orang kena termasuk balita sudah kami laporkan berkali kali,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor website kelurahan kami tidak pernah diperbarui informasinya warga resah ini,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
peredaran narkoba terang terangan di dekat sekolah anak anak terancam harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu sampah plastik banyak berserakan di pinggir kali minta ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
halo selamat siang pengurusan izin mendirikan bangunan udah setahun nggak selesai,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong tempat sampah di depan kantor kelurahan jarang dikosongkan kami tunggu tindakannya,kebersihan,biasa,Dinas Lingkungan Hidup
tolong ada geng yang terror warga minta uang paksa tiap malam mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pelayanan puskesmas kurang ramah perawatnya galak,kesehatan,biasa,Dinas Kesehatan
laporan: ada tambang ilegal beroperasi di wilayah kami merusak lingkungan,keamanan,urgen,Satuan Polisi Pamong Praja
dengan hormat petugas kebersihan jarang masuk ke gang kami mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
jalan berlubang gede di depan sekolah udah ada yang jatuh kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
pengaduan: pelayanan di kecamatan lama banget bisa nunggu sampe sore terima kasih seblmnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bak sampah komunal di rt kami jarang diangkut mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
mohon tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong acara agustusan di kelurahan seru banget makasih pak rt kapan diselesaikan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: surat keterangan domisili dipersulit minta syarat yang tidak masuk akal mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih cat marka jalan udah pudar ga keliatan harap segera ada tindakan,infrastruktur,biasa,Dinas Pekerjaan Umum
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk kami sangat terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
minta tolong kursi tunggu di puskesmas kurang bejibun pasien harus berdiri terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
mas lingkungan kami sekarang udah bersih makasih petugas kebersihan terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda got besar penuh sampah plastik banjir kalo ujan terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
fasilitas toilet di puskesmas kurang bersih,kesehatan,biasa,Dinas Kesehatan
peredaran minuman keras ilegal di warung warung sekitar makin marak,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor ada pengedar narkoba di lingkungan kami udah lapor tapi masih belum ada tindakan tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
kartu indonesia pintar anak saya tidak cair padahal memenuhi syarat terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera,kesehatan,sangat_urgen,Dinas Kesehatan
ambulans desa rusak ga bisa dipake warga ada yang sakit parah kami sangat terganggu,kesehatan,sangat_urgen,Dinas Kesehatan
mau lapor nih kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor program kb di puskesmas kami terhenti karena kekurangan petugas kami tunggu tindakannya,kesehatan,urgen,Dinas Kesehatan
dengan hormat pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar warga resah ini,kesehatan,urgen,Dinas Kesehatan
permisi mau lapor drainase mampet banjir tiap hujan deras harap segera ada tindakan,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: papan informasi kesehatan di puskesmas jarang diperbarui kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
laporan: sungai kecil belakang perumahan penuh sampah bau busuk kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
bank sampah di kelurahan kami ga jalan kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
petugas kelurahan sering ga ada di tempat pas jam kerja mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
dengan hormat data penerima bantuan sosial gak diperbarui masih pakai data lama,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pemda tanggap banget waktu kami laporan langsung direspon mohon perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
loket pendaftaran puskesmas prosesnya lama banget tolong cepet ditangani,kesehatan,biasa,Dinas Kesehatan
ada keluhan nih aspal di depan rumah saya mengelupas,infrastruktur,biasa,Dinas Pekerjaan Umum
penerangan jalan umum di jalan protokol banyak yang mati,infrastruktur,urgen,Dinas Pekerjaan Umum
data penerima bantuan sosial tidak diperbarui masih pakai data lama,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong jembatan retak parah goyang banget kalo dilewati truk tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mohon pelayanan di kecamatan lama banget bisa nunggu sampe sore mohon perhatiannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor jalan di komplek ada yang berlubang kecil kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
bu ikan ikan di sungai mati massal diduga kena limbah pabrik kami sangat terganggu,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
kepada yth pemda polisi tidur di jalan depan sekolah terlalu tinggi kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan mohon ditindak,kebersihan,urgen,Dinas Lingkungan Hidup
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk tolong cepet ditangani,kebersihan,urgen,Dinas Lingkungan Hidup
ada kasus meningitis di kampung kami 3 orang udah masuk icu tolong dong,kesehatan,sangat_urgen,Dinas Kesehatan
mas begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ruangan pelayanan dukcapil kurang nyaman ga ada ac tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera harap segera ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih lingkungan rt kurang bersih perlu kerja bakti sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda jalan provinsi ambrol kena longsor akses kota putus total,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: tiang listrik mau roboh nempel ke pohon rawan banget kena angin tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
peredaran narkoba terang terangan di dekat sekolah anak anak terancam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong kartu keluarga sejahtera kami hilang dari daftar tidak tahu sebabnya kami sangat terganggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
taman kota kotor banyak sampah dedaunan,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih ikan ikan di sungai mati massal diduga kena limbah pabrik segera ya pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
jembatan kayu di desa kami lapuk berbahaya kalo dilewati terima kasih sebelumnya,infrastruktur,urgen,Dinas Pekerjaan Umum
halo pemda jam buka puskesmas sering ga sesuai jadwal udah lama nih,kesehatan,biasa,Dinas Kesehatan
halo selamat siang trotoar di jalan retak retak kami tunggu tindakannya,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong kursi tunggu di puskesmas kurang banyak pasien harus berdiri buru buru ya pak,kesehatan,biasa,Dinas Kesehatan
kepada yth pemda informasi syarat urus ktp di website ga update kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
salut sama kerja keras pak lurah kami orangnya baik udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mbak sungai butek item bau penduduk banyak yang kena penyakit kulit udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
minta klinik desa ga ada dokter tetap cuma ada perawat kami tunggu tindakannya,kesehatan,urgen,Dinas Kesehatan
permisi mau lapor cat zebra cross di perempatan udah pudar kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
ada keluhan nih pelayanan di kecamatan lama banget bisa nunggu sampe sore tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: kasus pencurian di komplek kami makin sering ga ada ronda malam tolong diperhatikan,keamanan,urgen,Satuan Polisi Pamong Praja
masyarakat membuang sampah ke sungai setiap malam mencemari air cepet ya pak,kebersihan,urgen,Dinas Lingkungan Hidup
mau lapor nih pengamen sering minta uang paksa di warung warung udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
mbak tidak ada wifi di ruang tunggu puskesmas,kesehatan,biasa,Dinas Kesehatan
laporan: taman di pinggir jalan kurang terawat rumputnya tinggi segera ya pak,infrastruktur,biasa,Dinas Pekerjaan Umum
laporan: dana desa ga transparan warga ga tau dipake untuk apa aja terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
cat marka jalan udah pudar ga keliatan,infrastruktur,biasa,Dinas Pekerjaan Umum
lampu penerangan di jembatan mati gelap berbahaya malam hari,infrastruktur,urgen,Dinas Pekerjaan Umum
minta tolong puskesmas kami tidak punya alat usg padahal banyak ibu hamil tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun minta tolong banget,kebersihan,urgen,Dinas Lingkungan Hidup
ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
pak ruang tunggu kantor pelayanan tidak ada tempat duduk yang cukup,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor bak sampah komunal di rt kami jarang diangkut tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
data kependudukan saya masih salah di sistem setelah berkali kali lapor,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mbak data kependudukan saya masih salah di sistem setelah berkali kali lapor,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak loket pelayanan ktp cuma buka sampai jam 11 terlalu singkat,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong cat marka jalan udah pudar ga keliatan minta ditindak,infrastruktur,biasa,Dinas Pekerjaan Umum
bu rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu kami sangat terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
