teks_bersih,kategori,urgensi,instansi
halo pemda peredaran minuman keras ilegal di warung warung sekitar makin marak,keamanan,urgen,Satuan Polisi Pamong Praja
pak rt kami aktif banget ngurus warga mantap jiwa,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: tawuran pakai senjata tajam ada korban luka parah butuh penanganan cepet udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: jmbtn retak prh gyang klo dilewati trk tolong cepet,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor remaja di bawah umur terlibat tawuran bawa celurit ada yang masuk ugd udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada keluhan nih ada beberapa warga buang sampah sembarangan di pinggir jalan terima kasih sebelumnya,kebersihan,biasa,Dinas Lingkungan Hidup
minta tolong pelayanan puskesmas kurang ramah perawatnya galak harap cepat ada tindakan,kesehatan,biasa,Dinas Kesehatan
tolong ada pembunuhan di kmpung kami semalam pelaku msh berkeliaran,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pengaduan: loket pendaftaran puskesmas prosesnya lama banget terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
kepada yth pemda pasien rujukan ditolak rs tanpa alasan yang jelas minta perhatiannya,kesehatan,urgen,Dinas Kesehatan
halo pemda tempat parkir rs daerah kurang luas sering penuh,kesehatan,biasa,Dinas Kesehatan
pak polisi tidur di jalan depan sekolah terlalu tinggi kami sangat terganggu,infrastruktur,biasa,Dinas Pekerjaan Umum
pak cat marka jalan udah pudar ga keliatan terima kasih sebelumnya,infrastruktur,biasa,Dinas Pekerjaan Umum
tempat sampah di halte bus udah penuh perlu dikosongkan,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor pasien rujukan ditolak rs tanpa alasan yang jelas segera ya pak,kesehatan,urgen,Dinas Kesehatan
kepada yth pemda kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki penduduk resah ini,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
dengan hormat selamat hari jadi kota salatiga semoga makin maju kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor pemkot salatiga keren programnya pro rakyat kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
kursi tunggu di puskesmas kurang banyak pasien harus berdiri,kesehatan,biasa,Dinas Kesehatan
fasilitas toilet di puskesmas kurang bersih,kesehatan,biasa,Dinas Kesehatan
pak jembatan di desa kami putus total ga bisa dilewati sama sekali segera ya pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
premanisme di pasar makin merajalela pedagang resah,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda program beasiswa dari pemda sangat membantu anak kami terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
maling motor udah masuk ke perumahan kami 3x dalam sebulan ini harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
bank sampah di kelurahan kami ga jalan,kebersihan,biasa,Dinas Lingkungan Hidup
ruangan pelayanan dukcapil kurang nyaman ga ada ac tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor premanisme di pasar makin merajalela pedagang resah,keamanan,urgen,Satuan Polisi Pamong Praja
ada keluhan nih pemkot salatiga keren programnya pro rakyat kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon sampah di tps udah meluber ke jalan bau banget lalat dimana mana kami sangat terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
laporan: tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat,kesehatan,sangat_urgen,Dinas Kesehatan
psnkritis dtlk igd ktnya pnh pdhl drrt,kesehatan,sangat_urgen,Dinas Kesehatan
selamat pagi mau lapor obat obatan di puskesmas sering kosong pasien disuruh beli sendiri minta tolong banget,kesehatan,urgen,Dinas Kesehatan
mohon got saluran air di perumahan kami mampet udah sebulan tolong diperhatikan,infrastruktur,urgen,Dinas Pekerjaan Umum
halo pemda taman bermain anak kotor banyak sampah plastik tolong perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
dengan hormat tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera tolong cepet ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong ambln dsa rsk ga bs dpke wrg skt prh tolong cepet,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor tempat sampah di taman rusak perlu diganti,kebersihan,biasa,Dinas Lingkungan Hidup
laporan: ada pembunuhan di kmpung kami semalam pelaku msh berkeliaran segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak pak walikota salatiga keren banget programnya bagus tolong diperhatikan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
tolong konflik warga udah berlangsung lama masih belum ada penyelesaian dari aparat kami tunggu tindakannya,keamanan,urgen,Satuan Polisi Pamong Praja
mas tidak ada wifi di ruang tunggu puskesmas kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
mbak pasien kritis ditolak igd rs daerah katanya penuh padahal darurat,kesehatan,sangat_urgen,Dinas Kesehatan
pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
dengan hormat papan nama jalan udah pudar susah dibaca mohon perhatiannya,infrastruktur,biasa,Dinas Pekerjaan Umum
pak pmbunuhan di kmpung kmi smlem tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bu imunisasi anak di kelurahan kami ga jalan udah berbulan bulan,kesehatan,urgen,Dinas Kesehatan
data penerima bantuan sosial tidak diperbarui masih pakai data lama,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tiang listrik mau roboh nempel ke pohon rawan banget kena angin tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
got depan rumah mampet banjir kecil tiap hujan,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih drainase mampet banjir tiap hujan deras udah lama nih,infrastruktur,urgen,Dinas Pekerjaan Umum
mau lapor nih ibu hamil di desa kami susah akses bidan jaraknya jauh banget,kesehatan,urgen,Dinas Kesehatan
urus izin usaha kecil dipersulit minta biaya yang ga jelas kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda konflik warga udah berlangsung lama belum ada penyelesaian dari aparat mohon perhatiannya,keamanan,urgen,Satuan Polisi Pamong Praja
mohon air sumur warga berubah warna bau kimia diduga tercemar pabrik minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
bansos ga tepat sasaran tetangga mampu dapat saya yang susah malah tidak dapat,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong dana desa ga transparan warga ga tau dipake untuk apa aja tolong diperhatikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya,kesehatan,urgen,Dinas Kesehatan
twrn pke batu ad yg luka prh,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: begal sering beroperasi di jalan alternatif desa ga ada patroli udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
tumpukan sampah di gang belakang makin tinggi ga ada yang angkut,kebersihan,urgen,Dinas Lingkungan Hidup
limbah kimia ngalir ke sawah tanaman warga pada mati semua,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor petugas kelurahan sering ga ada di tempat pas jam kerja kapan ada solusinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mohon aspal di depan rumah saya mengelupas tolong cepet ditangani,infrastruktur,biasa,Dinas Pekerjaan Umum
kdrt prh krbanya luka2 plku kbr,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
makasih ya udah benerin jalan di depan rumah kami tolong dong,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak tbc mnybar di pmukim pdt bth pnangan cpt,kesehatan,sangat_urgen,Dinas Kesehatan
mau lapor nih papan nama jalan udah pudar susah dibaca mohon ditindak,infrastruktur,biasa,Dinas Pekerjaan Umum
selamat pagi mau lapor stok vaksin di puskesmas habis imunisasi bayi tertunda tolong diperhatikan,kesehatan,urgen,Dinas Kesehatan
mau lapor nih ikn2 di sngai mati msal kna lmbh,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pagar pembatas jalan agak miring perlu dibenerin,infrastruktur,biasa,Dinas Pekerjaan Umum
selamat pagi mau lapor bayi gizi buruk parah di desa kami butuh bantuan segera kami tunggu tindakannya,kesehatan,sangat_urgen,Dinas Kesehatan
ada pedagang yang jualan di badan jalan bahayain pengendara segera ya pak,keamanan,biasa,Satuan Polisi Pamong Praja
mau lapor nih ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut mohon ditindak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong puskesmas kami tidak punya alat usg padahal banyak ibu hamil tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
pak got depan rumah agak kotor perlu dikuras mohon perhatiannya,kebersihan,biasa,Dinas Lingkungan Hidup
mbak polisi tidur di jalan depan sekolah terlalu tinggi kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
mas pelayanan bpjs dipersulit padahal kartu aktif dan iuran rutin bayar tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
trotoar depan pasar rusak parah orang sering kesandung,infrastruktur,urgen,Dinas Pekerjaan Umum
tawuran pakai senjata tajam ada korban luka parah butuh penanganan segera,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
antrian puskesmas ga teratur pasien lansia berdiri berjam jam,kesehatan,urgen,Dinas Kesehatan
kepada yth pemda ada penembakan di daerah kami warga panik ga berani keluar rumah kami tunggu tindakannya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
bank sampah di kelurahan kami ga jalan kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
selamat pagi mau lapor salut sama kerja keras pak lurah kami orangnya baik harap segera ada tindakan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
laporan: penipuan berkedok arisan online makan banyak korban di kelurahan kami kami sangat terganggu,keamanan,urgen,Satuan Polisi Pamong Praja
jembatan di desa kami putus total ga bisa dilewati sama sekali,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pak pencemaran udara dari pabrik bikin warga sesak napas batuk batuk segera ya pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
lingkungan kami sekarang udah bersih makasih petugas kebersihan,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor cat jembatan udah kusam perlu dicat ulang,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang jembatan retak parah goyang banget kalo dilewati truk kami bgt terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong tempat sampah di taman rusak perlu diganti,kebersihan,biasa,Dinas Lingkungan Hidup
ruang tunggu puskesmas sempit dan panas ga ada kipas angin,kesehatan,biasa,Dinas Kesehatan
ibu hamil mau melahirkan ga ada bidan desanya tidak hadir,kesehatan,sangat_urgen,Dinas Kesehatan
dengan hormat ada pengedar narkoba di lingkungan kami udah lapor tapi masih belum ada tindakan kapan ada solusinya,keamanan,urgen,Satuan Polisi Pamong Praja
sampah di tps udah meluber ke jalan bau banget lalat dimana mana kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
tempat sampah di taman rusak perlu diganti tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor motor parkir sembarangan di badan jalan ganggu arus lalu lintas warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
bu gorong gorong jebol jalan ambles dalam banget berbahaya bgt tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada keluhan nih kartu indonesia pintar anak saya tidak cair padahal memenuhi syarat tolong diperhatikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
petugas kelurahan kurang ramah saat melayani warga terima kasih sebelumnya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
laporan: org gila ngmk pke prng ancam wrg tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pengaduan: pencemaran udara dari pabrik bikin warga sesak napas batuk batuk warga resah ini,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mbak taman bermain anak kotor banyak sampah plastik udah lama nih,kebersihan,biasa,Dinas Lingkungan Hidup
halo selamat siang jembatan gantung mau putus kabelnya udah pada karatan parah kami bgt terganggu,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
prampok brsnjta msk rmh warga mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
halo pemda pemda tanggap banget waktu kami laporan langsung direspon,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
wbh cmpr sklh pluhn ank kna,kesehatan,sangat_urgen,Dinas Kesehatan
perampok bersenjata masuk rmh warga tadi mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada orang gila mengamuk bawa parang ancam warga sekitar udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mbak ada pembuangan limbah ilegal di dekat sekolah baunya menyengat terima kasih sebelumnya,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
knalpot brong di jalanan bikin bising ganggu ketenangan warga,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: wabah diare menyebar di desa kami udah 20 orang kena termasuk balita udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
ada keluhan nih jalan kampung kami belum diaspal becek banget kalo ujan,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih motor trail sering ugal ugalan di jalan kampung ganggu masyarakat,keamanan,biasa,Satuan Polisi Pamong Praja
permisi mau lapor pohon besar tumbang nutupin jalan utama total ga bisa dilewati kapan ada solusinya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pasien kritis ditolak igd rs daerah katanya penuh padahal darurat,kesehatan,sangat_urgen,Dinas Kesehatan
jalan masuk komplek rusak parah susah dilalui motor kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
ada keluhan nih pelayanan di kecamatan lama banget bisa nunggu sampe sore tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
saluran irigasi sawah bocor petani rugi terus mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
dengan hormat keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs udah lama nih,kesehatan,sangat_urgen,Dinas Kesehatan
lmbh pbrk bng ke kli air mnum wrg mual,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor selamat hari jadi kota salatiga semoga makin maju mohon ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang ada warga yang buang sampah di lahan kosong depan rumah kami tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
pengaduan: mesin fotokopi di kantor kelurahan sering rusak tolong diperhatikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
ada warung yang buka sampai larut malam berisik warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
permisi mau lapor puskesmas pembantu tutup ga ada tenaga kesehatan sama sekali harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
tolong geng terror wrg minta duit tiap mlm segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas pak rt kami aktif banget ngurus warga mantap jiwa mohon ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
dengan hormat lampu merah di perempatan rusak rawan kecelakaan terima kasih sebelumnya,infrastruktur,urgen,Dinas Pekerjaan Umum
ibu hmil mau lhrn tp bdn ga ad,kesehatan,sangat_urgen,Dinas Kesehatan
truk sampah ga pernah dateng ke rt kami udah 2 minggu numpuk tolong dong,kebersihan,urgen,Dinas Lingkungan Hidup
kepada yth pemda nomor telepon kantor kecamatan susah dihubungi kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
got kecil di depan rumah agak mampet,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih acara agustusan di kelurahan seru banget makasih pak rt mohon ditindak,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mbak sktm buat daftar sekolah ga bisa didapat harus menyogok dulu harap segera ada tindakan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor jalan alternatif satu satunya ke desa kami rusak parah udah lama nih,infrastruktur,urgen,Dinas Pekerjaan Umum
pak warga membuang sampah ke sungai setiap malam mencemari air tolong diperhatikan,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: aspal di depan rumah saya mengelupas sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
dengan hormat keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
bu penerangan jalan minim banget malem gelap gulita rawan kejahatan,keamanan,urgen,Satuan Polisi Pamong Praja
permisi mau lapor ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat,kesehatan,sangat_urgen,Dinas Kesehatan
mohon pemda tanggap banget waktu kami laporan langsung direspon udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
papan nama jalan udah pudar susah dibaca,infrastruktur,biasa,Dinas Pekerjaan Umum
nomor antrian di kantor kecamatan sistemnya masih manual kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong warga banyak sesak napas akibat polusi pabrik terdekat warga resah ini,kesehatan,sangat_urgen,Dinas Kesehatan
kepada yth pemda got saluran air di perumahan kami mampet udah sebulan,infrastruktur,urgen,Dinas Pekerjaan Umum
air pdm bau aneh ga lyk mnum,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
bu program posyandu di kelurahan kami bagus terus ditingkatkan warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pak urus izin usaha kecil dipersulit minta biaya yang ga jelas sudah kami laporkan berkali kali,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
